dataset,embA,evalTypeA,embB,evalTypeB,rho,pearsons,rho_pairs,ds_pairs
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.28249994757603275,0.2895437371908431,998,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.30566448997493206,0.3173055669618273,999,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.3331861590101325,0.43781186902545566,890,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.5380200496771909,0.6028828598193666,999,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.3430128236582921,0.38457956068117927,999,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.25031650960969065,0.26165780615103273,973,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.22953909890271562,0.2552915984551443,953,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.3280022346675472,0.34695603372559697,999,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.29939681401171897,0.32622048636240314,975,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.3166187469029275,0.3223702990883467,999,999
EN_SIMLEX-999.ws.tab,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.2659034782231342,0.2687590206719153,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.25770856724093527,0.2516882160805986,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,1.0,1.0,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.6030067097096556,0.6618882040577093,956,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.4610440621479895,0.48653788955063065,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.29594310496364296,0.2815330220401494,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.4548489662953545,0.3325113183317701,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.2828561777061942,0.2494512599373865,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.3060929360311901,0.2734959682987045,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.0628054409239486,0.048262311486640036,882,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.5923576685220308,0.6623019416453261,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.3658592929643155,0.40808127345142775,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.4291195638419428,0.45622219780177187,959,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.44536896907826073,0.48907175635891115,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.34371141425482193,0.30084689243365625,874,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.22249444336646737,0.21821853289601878,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.2955585308764168,0.2954880212673761,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.47443036327026633,0.546008571018393,950,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.6264411735759734,0.6721807668033476,953,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.45215283065189465,0.489938238377598,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.45413690880107765,0.5338656168665173,952,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.47936438108768353,0.5145060138217582,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.44870823324941345,0.4820646277078602,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.2519875315912786,0.2694334964506202,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.6030067097096556,0.6618882040577093,956,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,1.0,1.0,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.5927666794896724,0.6101926499833906,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.48762268427995686,0.4345260150423246,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.6332949335280971,0.46248574097145456,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.20669991417816444,0.1749095401329905,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.4792810969020595,0.40929400068520366,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.2702947702158233,0.24936884488854374,899,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.8023154462451008,0.8309037517741145,956,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.5815966644469166,0.6008770415533526,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5432711894377751,0.5699199040312265,976,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.5875891249518368,0.6162401716546204,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.5727610847437925,0.4483251585176143,881,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.31745835241188647,0.3159798222934444,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.44265866566186346,0.4342482416433771,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.811341649201191,0.8250828605738865,970,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7644928670664933,0.7905407829766534,949,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.5517664994460236,0.5796560668298094,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.7933247405965821,0.8127372635505842,972,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.5804224947090943,0.6048943693619345,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.4523342931886777,0.4820108069223598,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.31012496651034754,0.3169248343865813,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.46104406214798943,0.4865378895506307,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.5927666794896724,0.6101926499833907,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,1.0,1.0,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,0.59732618494064,0.4973614714211741,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.4775537678426579,0.36743953962415093,990,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.3934476965549571,0.3460363743513604,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.5870279050653563,0.4615028837552815,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/nasari/NASARIembed-UMBC_w2v.vec,concept-based,0.3285645054775218,0.2716286624749292,919,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/UN.en-es.en_ft_20180213.vec,word-based,0.6710947336578514,0.6889929270367402,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,word-based,0.7047006307190986,0.7113002761894437,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.7009928948592273,0.7057402536538341,998,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/ft/model.vec,word-based,0.7988162860183801,0.8040731635026042,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,concept-based,0.489148143069605,0.3933598144881619,890,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,concept-based,0.45928039844572455,0.39759006984197615,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,concept-based,0.6613795616577002,0.6152613554336916,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/20160829_lemma/embedding.tsv,word-based,0.5844789570384045,0.5950768249886602,973,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_basic_8e/embedding.tsv,word-based,0.5331944442355153,0.5511841234582975,953,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/.vector_cache/glove.840B.300d.txt,word-based,0.7990168793985384,0.8036352144040714,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/regul_vec/en/original/embedding.tsv,word-based,0.638324766760489,0.6535460753505883,975,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/home/rdenaux/nbs/expsys/.vector_cache/wiki.en.vec,word-based,0.8066679052198567,0.8184919907642527,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/nasari/UMBC_w2v.vec,word-based,/data/corpora/wikipedia/en/vec/glove/vectors.txt,word-based,0.6515639185371583,0.6536386097793695,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/models/kge/sensi-en-14.2-HolE-500e.vec,word-based,0.4117592291056943,0.5133805241171864,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/glove/vectors.txt,word-based,0.29594310496364284,0.2815330220401494,960,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,word-based,0.48762268427995686,0.4345260150423246,977,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/nasari/UMBC_w2v.vec,word-based,0.59732618494064,0.4973614714211741,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,1.0,1.0,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/UNv1.0/en-es/en/vec/swivel_ts/embedding.tsv,concept-based,0.6817065849078062,0.8764052271181386,990,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/sw2v/sw2v_synsets_cbow_umbc_vectors.tsv,word-based,0.15555510250388976,0.022462431588023628,999,999
EN_SIMLEX-999.ws.tab,/data/corpora/wikipedia/en/vec/kcap-swivel_alt_10e/embedding.tsv,concept-based,/data/corpora/wikipedia/en/vec/swivel_regul_loss_bf1e-4_25e/embedding.tsv,concept-based,0.9251858247446159,0.9677756187250669,999,999
